Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,320.799988,332.519989,312.260010,321.790009,321.790009,460540000
1996-02-01,321.790009,335.739990,318.910004,320.350006,320.350006,542150000
1996-03-01,320.350006,342.920013,317.480011,339.399994,339.399994,476600000
1996-04-01,339.399994,348.440002,336.829987,342.959991,342.959991,528150000
1996-05-01,342.959991,352.450012,327.160004,342.010010,342.010010,618820000
1996-06-01,342.010010,343.899994,336.760010,342.959991,342.959991,478850000
1996-07-01,342.959991,350.410004,328.859985,333.170013,333.170013,468190000
1996-08-01,333.170013,347.799988,331.880005,339.970001,339.970001,394150000
1996-09-01,339.970001,357.320007,339.970001,356.149994,356.149994,384430000
1996-10-01,356.149994,384.279999,355.510010,371.880005,371.880005,427600000
1996-11-01,371.880005,393.500000,362.390015,388.890015,388.890015,433700000
1996-12-01,388.890015,399.359985,371.690002,390.170013,390.170013,480800000
1997-01-01,390.170013,415.989990,386.850006,405.640015,405.640015,525090000
1997-02-01,405.640015,414.290009,385.980011,386.089996,386.089996,396890000
1997-03-01,386.089996,410.890015,384.160004,399.589996,399.589996,393990000
1997-04-01,399.589996,400.230011,374.690002,397.350006,397.350006,420540000
1997-05-01,397.350006,423.559998,391.239990,423.000000,423.000000,412170000
1997-06-01,423.000000,443.809998,421.309998,435.679993,435.679993,488830000
1997-07-01,435.679993,466.459991,435.390015,463.799988,463.799988,562280000
1997-08-01,463.799988,473.679993,442.329987,457.500000,457.500000,504070000
1997-09-01,457.500000,493.359985,457.500000,486.970001,486.970001,596220000
1997-10-01,486.970001,500.760010,435.200012,470.570007,470.570007,756630000
1997-11-01,470.570007,486.420013,456.230011,463.489990,463.489990,527030000
1997-12-01,463.489990,471.149994,431.700012,454.359985,454.359985,619460000
1998-01-01,454.359985,455.309998,408.559998,432.649994,432.649994,564290000
1998-02-01,432.649994,461.279999,432.649994,460.459991,460.459991,509450000
1998-03-01,460.459991,506.279999,453.010010,477.380005,477.380005,636760000
1998-04-01,477.380005,495.220001,472.170013,488.299988,488.299988,620580000
1998-05-01,488.299988,504.040009,468.950012,474.299988,474.299988,540180000
1998-06-01,474.299988,483.690002,450.040009,467.760010,467.760010,559850000
1998-07-01,467.760010,482.600006,429.839996,432.339996,432.339996,581420000
1998-08-01,432.339996,440.869995,390.549988,390.709991,390.709991,687220000
1998-09-01,390.709991,459.140015,388.119995,440.839996,440.839996,699950000
1998-10-01,440.839996,453.399994,425.970001,435.070007,435.070007,702840000
1998-11-01,435.070007,456.799988,429.559998,443.339996,443.339996,545350000
1998-12-01,443.339996,443.339996,421.260010,433.190002,433.190002,633060000
1999-01-01,433.190002,443.970001,389.670013,394.970001,394.970001,589280000
1999-02-01,394.970001,420.510010,384.160004,384.959991,384.959991,603730000
1999-03-01,384.959991,463.380005,376.519989,450.589996,450.589996,680170000
1999-04-01,450.589996,524.429993,443.070007,515.080017,515.080017,816810000
1999-05-01,515.080017,529.859985,496.859985,505.390015,505.390015,704830000
1999-06-01,505.390015,529.859985,493.070007,508.329987,508.329987,633730000
1999-07-01,508.329987,539.479980,506.049988,514.679993,514.679993,540900000
1999-08-01,514.679993,543.510010,509.190002,521.609985,521.609985,611490000
1999-09-01,521.609985,547.539978,486.109985,507.380005,507.380005,683320000
1999-10-01,507.380005,517.650024,480.119995,503.470001,503.470001,730940000
1999-11-01,503.470001,542.780029,470.190002,511.640015,511.640015,712410000
1999-12-01,511.640015,517.239990,490.559998,503.000000,503.000000,905280000
2000-01-01,503.000000,508.320007,458.329987,467.790009,467.790009,988800000
2000-02-01,467.790009,472.109985,409.720001,430.299988,430.299988,1057110000
2000-03-01,430.299988,514.580017,425.660004,501.989990,501.989990,1362980000
2000-04-01,501.989990,513.340027,472.820007,488.920013,488.920013,1243520000
2000-05-01,488.920013,541.229980,486.339996,537.969971,537.969971,1032130000
2000-06-01,537.969971,546.729980,504.320007,505.350006,505.350006,974750000
2000-07-01,505.350006,519.729980,466.809998,480.589996,480.589996,769820000
2000-08-01,480.589996,541.229980,479.220001,520.250000,520.250000,862160000
2000-09-01,520.250000,557.539978,503.079987,526.679993,526.679993,976680000
2000-10-01,526.679993,561.830017,505.140015,518.869995,518.869995,1274680000
2000-11-01,518.869995,537.070007,501.059998,505.100006,505.100006,1221490000
2000-12-01,505.100006,547.669983,488.869995,536.250000,536.250000,2041300000
2001-01-01,536.250000,551.919983,503.720001,527.979980,527.979980,1520850000
